biuro_kwota; biuro_nazwa; dzial_kwota; dzial_nazwa; dzial_sub_kwota; dzial_sub_nazwa; gmina; zadanie; zadanie_kwota; zadanie_typ; zadanie_tresc;
;;;; 17.800.230;60095 Pozostała działalno ść;Gmina;2088451 - Wydatki na utrzymanie jednostki bud Ŝ etowej "Zarz ą d Dróg i Transportu "; 17.372.550;wydatki bie Ŝą ce;Zaplanowana w ramach zadania kwota przeznaczona zostanie na wydatki osobowe pracownikówZarz ą du Dróg i Transportu m.in. na wynagrodzenia osobowe pracowników ł ą cznie z pochodnymi, dodatkowe wynagrodzenie roczne, koszty zast ę pstwa procesowego itp. Planowane  ś rodki przeznacza si ę  równie Ŝ  na finansowanie kosztów bie Ŝą cej działalno ś ci Zarz ą du Dróg i Transportu m.in. na: czynsze za budynki, opłaty za energi ę  elektryczn ą , energi ę  ciepln ą , dostawy wody, odprowadzenie  ś cieków i wywóz odpadów komunalnych, opłaty pocztowe, ochron ę  obiektów, zakupy materiałów biurowych i  ś rodków czysto ś ci, zakupy wyposa Ŝ enia, wypłaty ekwiwalentów za pranie i u Ŝ ywanie własnej odzie Ŝ y, pokrycie wydatków na diety i inne nale Ŝ no ś ci wynikaj ą ce z tyt. podró Ŝ y słu Ŝ bowych, bie Ŝą ce remonty obiektów, naprawy sprz ę tów i urz ą dze ń , sprz ą tanie pomieszcze ń , szkolenia pracowników itp.;
;;;;;;Powiat;2129852 - Wydatki  zwi ą zane z holowaniem i parkowaniem pojazdów zagra Ŝ aj ą cych bezpiecze ń stwu ruchu; 427.680;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza si ę  na: - usuwanie pojazdów z dróg  w oparciu o przepisy art. 50a i  130a ustawy z dnia  20 czerwca 1997 r. Prawo o ruchu drogowym,- złomowanie pojazdów usuni ę tych z dróg miasta Łodzi w trybie art. 50a ustawy Prawo o ruchu drogowym,- prowadzenie całodobowego parkingu strze Ŝ onego do parkowania usuwanych pojazdów z ulic miasta ze wzgl ę du na ich nieprawidłowe parkowanie, zagra Ŝ aj ą ce bezpiecze ń stwu ruchu na drogach oraz pojazdów porzuconych z zamiarem pozbycia si ę  (wraków, pojazdów bez tablic rejestracyjnych), - opłaty s ą dowe za wydanie orzeczenia o przepadku pojazdu usuni ę tego z drogi, - wycen ę  warto ś ci pojazdów odholowywanych z dróg miasta Łodzi wg. art. 130 a ustawy Prawo o ruchu drogowym.;
;; 350.000;700 Gospodarka mieszkaniowa; 350.000;70005 Gospodarka gruntami i nieruchomo ś ciami;Gmina;2088461 - Opłaty z tytułu wieczystego u Ŝ ytkowania gruntów i inne opłaty; 350.000;wydatki bie Ŝą ce;Planowane  ś rodki przeznaczone zostan ą  na opłaty za u Ŝ ytkowanie wieczyste działek nabytych pod inwestycje drogowe, opłaty za wył ą czenie gruntów z produkcji le ś nej i produkcji rolnej oraz inne opłaty.;
;; 34.000.000;900 Gospodarka komunalna i ochrona  ś rodowiska; 34.000.000;90015 O ś wietlenie ulic, placów i dróg;Gmina;2088481 - Wydatki na o ś wietlenie ulic; 34.000.000;wydatki bie Ŝą ce;W ramach zadania planuje si ę  wydatki z tytułu: 1. zakupu energii na o ś wietlenie miejsc publicznych i dróg znajduj ą cych si ę  na terenie Gminy Łód ź , 2. zakupu energii dla potrzeb działania sygnalizacji ulicznej,3. zakupu energii na o ś wietlenie przej ść  podziemnych, 4. utrzymania punktów  ś wietlnych w pasach drogowych oraz w przej ś ciach podziemnych,  5. utrzymania stacji transformatorowych,6. odtwarzania urz ą dze ń  elektroenergetycznych i wymiany zu Ŝ ytych elementów wyposa Ŝ enia rozdzielni zasilaj ą cych instalacje o ś wietleniowe, 7. wykonania dokumentacji, inwentaryzacji urz ą dze ń  o ś wietleniowych b ę d ą cych na maj ą tku Gminy, 8. odtworzenia i remontu instalacji o ś wietleniowych w przej ś ciach podziemnych, 9. zakupu usług dost ę pu do sieci Internet dla potrzeb funkcjonowania instalacji o ś wietlenia drogowego niezb ę dnej do monitorowania i sterowania wybranych obwodów o ś wietleniowych.;
 3.436.084;Zarz ą d Gospodarowania Odpadami; 3.436.084;900 Gospodarka komunalna i ochrona  ś rodowiska; 3.436.084;90002 Gospodarka odpadami;Gmina;2188571 - Wydatki jednostki bud Ŝ etowej - Zarz ą d Gospodarowania Odpadami; 3.436.084;wydatki bie Ŝą ce;Zadaniem jednostki bud Ŝ etowej jest utrzymywanie wysypisk i unieszkodliwianie odpadów komunalnych, a w szczególno ś ci: - zarz ą dzanie i eksploatacja czynnego wysypiska odpadów komunalnych przy ul. Kasprowicza 6/10/11, - eksploatacja kompostowni odpadów przy ul. Sanitariuszek 70/72,- utrzymanie nieczynnych wysypisk,- zarz ą dzanie punktem selektywnej zbiórki odpadów komunalnych przy ul. Kasprowicza 10. Planowane wydatki przeznacza si ę  na finansowanie kosztow bie Ŝą cej działalno ś ci jednostki.  Ś rodki zaplanowano przy zatrudnieniu na poziomie 27 etatów.;
 1.597.205;Zarz ą d Nowego Centrum Łodzi; 87.578;600 Transport i ł ą czno ść; 87.578;60095 Pozostała działalno ść;Gmina;2182761 - ENTER.HUB - Europejska sie ć  współpracy w zakresie tworzenia multimodalnych w ę złów kolejowych i ich korzy ś ci dla miast (Phase II Ref: 5538).; 87.578;wydatki bie Ŝą ce;Zaplanowane w ramach zadania  ś rodki zostan ą  wykorzystane na realizacj ę  projektu pn. ENTER.HUB - Europejska sie ć  współpracy w zakresie tworzenia multimodalnych w ę złów kolejowych i ich korzy ś ci dla miast (Phase II Ref: 5538), współfinansowanego ze  ś rodków Europejskiego Funduszu Rozwoju Regionalnego w ramach programu URBACT II.Okres realizacji projektu: 01 luty 2013 r.- 30 kwiecie ń  2015 r. Projekt promuje w ę zły kolejowe o znaczeniu regionalnym, w tym tak Ŝ e koleje du Ŝ ych pr ę dko ś ci oraz główne interfejsy komunikacyjne, jako sił ę  nap ę dow ą  dla zrównowa Ŝ onego, ekonomicznego, kulturalnego i społecznego rozwoju miast  ś redniej wielko ś ci. Projekt realizowany jest w partnerstwie 12 podmiotów z całej Unii Europejskiej.Z planowanych  ś rodków sfinansowane zostan ą  m.in.: koszty osobowe pracowników wyznaczonych do realizacji projektu, wydatki zwi ą zane z organizacj ą  spotka ń , podró Ŝ ami krajowymi i zagranicznymi, działaniami informacyjnymi i promocyjnymi oraz z pozyskaniem zewn ę trznych ekspertyz i usług słu Ŝą cych opracowaniu Lokalnego Planu Działania.;
;; 1.509.627;710 Działalno ść  usługowa; 1.509.627;71095 Pozostała działalno ść;Gmina;2179031 - Wydatki zwi ą zane z utrzymaniem jednostki bud Ŝ etowej "Zarz ą d Nowego Centrum Łodzi".; 1.509.627;wydatki bie Ŝą ce;Przedmiotem działalno ś ci Zarz ą du Nowego Centrum Łodzi jest wykonywanie w imieniu Prezydenta Miasta Łodzi zada ń  miasta Łodzi obejmuj ą cych m.in.: przygotowanie szczegółowych planów i koncepcji realizacji Programu Nowe Centrum Łodzi, koordynowanie wykonania projektów oraz działa ń  podejmowanych w ramach realizacji Programu, sporz ą dzanie analiz oraz stałe monitorowanie działa ń  podejmowanych w ramach realizacji Programu, pozyskiwanie, przetwarzanie oraz zarz ą dzanie przepływem danych i informacji zwi ą zanych z realizacj ą  Programu, obsług ę  procesów inwestycyjnych zwi ą zanych z realizacj ą Programu Nowe Centrum Łodzi w ramach zada ń  i szczegółowych obowi ą zków powierzonych przez Prezydenta Miasta Łodzi, planowanie, przygotowanie i prowadzenie działa ń  promocyjnych Programu. Zaplanowane w ramach zadania  ś rodki zostan ą  przeznaczone m.in na sfinansowanie: wynagrodze ń osobowych wraz z pochodnymi od wynagrodze ń , dodatkowego wynagrodzenia rocznego, wydatków zwi ą zane z zakupem materiałów i wyposa Ŝ enia, energii, usług konserwacyjnych i naprawczych urz ą dze ń  i sprz ę tu, usług dost ę pu do sieci Internet, tłumacze ń , wykonanie ekspertyz, analiz i opinii oraz pozostałych usług, opłat za usługi telekomunikacyjne telefonii stacjonarnej i komórkowej, czynszu za lokal.W planie wydatków uwzgl ę dniono równie Ŝ   ś rodki na sfinansowanie usług zdrowotnych, szkole ń pracowników, podró Ŝ y krajowych i zagranicznych pracowników oraz odpisy na Zakładowy Fundusz Ś wiadcze ń  Socjalnych. W 2014 roku planuje si ę   ś rednioroczne zatrudnienie na poziomie 16,75 etatu.;
 31.194.348;Zarz ą d Zieleni Miejskiej; 858.095;020 Le ś nictwo; 847.561;02001 Gospodarka le ś na;Gmina;2181561 - Utrzymanie o ś rodka rehabilitacji  dzikich zwierz ą t; 47.561;wydatki bie Ŝą ce;Powy Ŝ sze  ś rodki przeznaczone s ą  na zakup materiałów i wyposa Ŝ enia zwi ą zanego z utrzymaniem O ś rodka Rehabilitacji Dzikich Zwierz ą t. W ramach zadania ponoszone b ę d ą  opłaty stałe: zakup energii elektrycznej, opłaty za gaz i ogrzewanie pomieszcze ń , konserwacja systemu alarmowego, monitorowanie obiektu, opłaty za internet i telefony oraz inne koszty zwi ą zane z utrzymaniem O ś rodka.;
;;;;;;;2191591 - Wydatki realizowane w ramach bud Ŝ etu obywatelskiego; 800.000;wydatki bie Ŝą ce;Zaplanowane wydatki realizowane b ę d ą  w ramach zadania zgłoszonego do bud Ŝ etu obywatelskiego pn."Poprawa stanu infrastruktury rekreacyjnej i komunikacyjnej (dróg i  ś cie Ŝ ek le ś nych) w Lesie Łagiewnickim".W ramach zadania planowane jest opracowanie dokumentacji technicznej oraz wykonanie naprawynawierzchni dróg i  ś cie Ŝ ek le ś nych, a tak Ŝ e wymiana zu Ŝ ytych i remont istniej ą cych elementów zagospodarowania rekreacyjnego (koszy na  ś mieci, ławek, ławostołów, deszczochronów itp.).;
;;;; 10.534;02002 Nadzór nad gospodark ą  le ś n ą;Powiat;2180902 - Nadzór nad gospodark ą  le ś n ą  w lasach niepa ń stwowych; 10.534;wydatki bie Ŝą ce;Zadanie polega na wykonywaniu nadzoru nad gospodark ą  le ś n ą  w lasach niepa ń stwowych obejmuj ą cego w szczególno ś ci prowadzenie bie Ŝą cej lustracji lasów, ocen stanu i zagro Ŝ e ń  lasów, prowadzenie post ę powa ń  administracyjnych w sprawie ustalenia zada ń  z zakresu gospodarki le ś nej do wykonywania przez wła ś cicieli lasów, cechowaniu i legalizacji drewna. Powy Ŝ sze czynno ś ci prowadzone s ą  bezpo ś rednio przez pracowników Le ś nictwa w drodze wizji terenowych.;
;; 1.271.269;710 Działalno ść  usługowa; 1.271.269;71035 Cmentarze;Gmina;2191721 - Utrzymanie cmentarzy komunalnych; 1.271.269;wydatki bie Ŝą ce;Ś rodki zaplanowane zostały na: pokrycie kosztów administrowania cmentarzami komunalnymi tj. m.in.: ceremonii pogrzebowych, utrzymanie kaplic i innych obiektów znajduj ą cych si ę  na terenach cmentarzy (energia, woda, ogrzewanie), obsług ę  sanitarn ą , utrzymanie porzadku, wywóz nieczysto ś ci stałych, bie Ŝą ce przegl ą dy, remonty i konserwacje, podatek od nieruchomo ś ci i inne.;
;; 28.586.944;900 Gospodarka komunalna i ochrona  ś rodowiska; 23.195.944;90004 Utrzymanie zieleni w miastach i gminach;Gmina;2180601 - Utrzymanie zieleni dekoracyjnej w pasach drogowych -strategia ul. Piotrkowskiej; 190.000;wydatki bie Ŝą ce;W zakresie zadania realizowane b ę d ą  nasadzenia krzewów, drzew, ro ś lin kwietnikowych na ulicy Piotrkowskiej. Wykonywana b ę dzie piel ę gnacja dokonanych nasadze ń , w tym równie Ŝ  na ulicznych gazonach, poprzez podlewanie, pielenie i korowanie.;
;;;;;;;2180611 - Utrzymanie terenów zieleni wraz z towarzysz ą c ą   infrastruktur ą  oraz dostawy wody i energii; 5.337.836;wydatki bie Ŝą ce;Planowane wydatki przeznaczone s ą  na prace ogrodnicze, porz ą dkowe, remontowo - naprawcze realizowane na terenach zieleni miejskiej w postaci parków i ziele ń ców. Prace ogrodnicze, w tym m.in.:- wygrabianie li ś ci, koszenie trawników, pielenie rabat, kwietników, skupin krzewów, piel ę gnacja drzewostanu, itp.Prace porz ą dkowe, w tym m.in.: - utrzymanie czysto ś ci alejek i chodników, zbieranie zanieczyszcze ń , utrzymywanie czysto ś ci zbiorników wodnych, zimowe utrzymanie chodników, utrzymanie czysto ś ci szaletów itp. Prace remontowo-naprawcze, w tym m.in.:- naprawy, konserwacje urz ą dze ń  zabawowych, ławek, koszy, remonty alejek, murków, mostków, muszli koncertowych i innych elementów infrastruktury parkowej.Ponadto w ramach zadania realizowane b ę d ą  m.in. wydatki z tytułu: - konserwacji i obsługi o ś wietlenia parkowego, fontann, zbiorników wodnych, - energii elektrycznej do o ś wietlenia parkowego, fontann, pomp oraz wody do fontann i zbiorników wodnych, - zakupów sprz ę tu parkowego, itp.;
;;;;;;;2180621 - Utrzymanie terenów zieleni, piel ę gnacja i leczenie starodrzewia, drzew pomnikowych; 91.849;wydatki bie Ŝą ce;Zaplanowane  ś rodki przeznaczone zostan ą  na leczenie starodrzewia parkowego, pomników przyrody oraz inne prace piel ę gnacyjne z zakresu bie Ŝą cego utrzymania zieleni miejskiej.;
;;;;;;;2180631 - Popularyzacja zagadnie ń  ochrony  ś rodowiska; 56.500;wydatki bie Ŝą ce;Wydatki planowane s ą  m.in. na opracowanie referatów, opinii, wydanie folderów, ulotek, plakatów, organizowanie konkursów, współprac ę  z organizacjami pozarz ą dowymi w zakresie popularyzacji zagadnie ń  ochrony  ś rodowiska.;
;;;;;;;2180641 - Program ochrony kasztanowców; 91.849;wydatki bie Ŝą ce;Wydatki zaplanowane zostały  na walk ę  ze szkodnikiem  Ŝ eruj ą cym na li ś ciach kasztanowca białego;
;;;;;;;2181221 - Wydatki na utrzymanie zieleni w pasach dróg gminnych; 699.626;wydatki bie Ŝą ce;Ś rodki zaplanowane s ą  na przeprowadzenie zabiegów w pasach drogowych polegaj ą cych na  wyci ę ciu drzew suchych, powoduj ą cych zagro Ŝ enie, przeprowadzenie zabiegów w koronach drzew i piel ę gnacj ę krzewów.;
;;;;;;;2181271 - Wydatki jednostki bud Ŝ etowej Zarz ą d Zieleni Miejskiej; 15.106.910;wydatki bie Ŝą ce;Powy Ŝ sze  ś rodki przeznaczone s ą  na pokrycie kosztów zwi ą zanych z podstawow ą  działalno ś ci ą Zarz ą du Zieleni Miejskiej m.in. na zakupy wyposa Ŝ enia i materiałów, opłaty za energi ę  elektryczn ą , ciepln ą , dostawy wody i opłaty za odprowadzenie  ś cieków, opłaty pocztowe, zakup odzie Ŝ y roboczej i wypłaty ekwiwalentów za pranie, bie Ŝ ace remonty, naprawy sprz ę tów i urz ą dze ń , sprz ą tanie pomieszcze ń  itp.  W zadaniu zaplanowane zostały równie Ŝ   ś rodki na wynagrodzenia osobowe pracowników ł ą cznie z pochodnymi, składki i opłaty zwi ą zane z zatrudnieniem pracowników, podatki oraz usługi niezb ę dne do prawidłowego wykonywania zada ń  statutowych.;
;;;;;;;2184811 - Wydatki na utrzymanie drzew w pasach dróg wewn ę trznych i terenach niezabudowanych; 850.000;wydatki bie Ŝą ce;Ś rodki zaplanowane s ą  na przeprowadzenie zabiegów w pasach drogowych polegaj ą cych na wyci ę ciu drzew suchych, powoduj ą cych zagro Ŝ enie, przeprowadzenie zabiegów w koronach drzew i wykonywanie nasadze ń .;
;;;;;;;2191221 - Promocja terenów Zieleni w ramach projektu Zielona Łód ź; 50.000;wydatki bie Ŝą ce;W ramach zadania realizowane b ę d ą  otwarte imprezy, zaj ę cia sportowe z instruktorami, pikniki rodzinne, warsztaty edukacyjne oraz artystyczne, koncerty maj ą ce na celu promowa ć  łódzkie parki i ziele ń ce, Ogród Botaniczny, Miejski Ogród Zoologiczny oraz Le ś nictwo Miejskie. Portal Internetowy stworzony na cele projektu Zielona Łód ź  rozwijany b ę dzie tak, aby spełniał funkcje zarówno informacyjne jak i edukacyjne. Głównym celem zadania jest równie Ŝ  aktywizowanie społeczno ś ci nie tylko lokalnej do działa ń  sprzyjaj ą cych rozwojowi Miasta Łodzi.;
;;;;;;;2191231 - Naprawa nawierzchni pod ławkami oraz wykonanie cieku przy schodach w Parku im. gen. M.Zaruskiego (algorytm); 11.000;wydatki bie Ŝą ce;Ś rodki zaplanowane s ą  na wykonanie utwardzonej nawierzchni pod ławkami oraz odpływu wody przy schodach w Parku im. gen.M.Zaruskiego.;
;;;;;;Powiat;2180792 - Wydatki na utrzymanie zieleni w pasach dróg powiatowych; 710.374;wydatki bie Ŝą ce;Ś rodki  zaplanowane zostały na przeprowadzenie zbiegów polegaj ą cych na wyci ę ciu drzew suchych zagra Ŝ aj ą cych bezpiecze ń stwu,  przeprowadzeniu zabiegów w koronach drzew, obsadzanie gazonów ro ś linami jednorocznymi.;
